barangay_name,lgu_name,total_ha,canopy_pct_model_2019,canopy_pct_model_2020,canopy_pct_model_2021,canopy_pct_model_2022,canopy_pct_model_2023,canopy_pct_model_2024,canopy_pct_model_2025,canopy_pct_model_2026,canopy_ha_model_2019,canopy_ha_model_2020,canopy_ha_model_2021,canopy_ha_model_2022,canopy_ha_model_2023,canopy_ha_model_2024,canopy_ha_model_2025,canopy_ha_model_2026
Barangay 14,Caloocan,28.0,0.623,0.935,0.935,0.935,0.935,0.623,0.935,1.246,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.3
Barangay 140,Caloocan,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 141,Caloocan,5.9,0.0,1.471,1.471,1.471,1.471,1.471,1.471,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0
Barangay 142,Caloocan,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 143,Caloocan,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 144,Caloocan,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 145,Caloocan,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 146,Caloocan,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 147,Caloocan,3.6,0.0,2.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 148,Caloocan,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 149,Caloocan,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 15,Caloocan,5.7,1.515,1.515,1.515,1.515,1.515,1.515,1.515,1.515,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Barangay 150,Caloocan,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 151,Caloocan,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 152,Caloocan,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 153,Caloocan,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 154,Caloocan,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 155,Caloocan,3.3,0.0,0.0,2.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Barangay 156,Caloocan,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 157,Caloocan,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 158,Caloocan,27.5,5.063,9.494,12.342,12.658,11.709,11.709,10.443,6.646,1.4,2.6,3.4,3.5,3.2,3.2,2.9,1.8
Barangay 159,Caloocan,54.2,1.929,3.859,3.055,3.215,2.572,2.733,2.572,0.965,1.0,2.1,1.7,1.7,1.4,1.5,1.4,0.5
Barangay 16,Caloocan,6.2,1.408,1.408,1.408,1.408,1.408,1.408,1.408,1.408,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Barangay 160,Caloocan,49.3,8.657,11.484,7.42,6.007,4.77,6.007,6.537,3.357,4.3,5.7,3.7,3.0,2.4,3.0,3.2,1.7
Barangay 161,Caloocan,51.0,20.478,26.28,26.621,22.184,20.307,18.601,23.379,11.604,10.5,13.4,13.6,11.3,10.4,9.5,11.9,5.9
Barangay 162,Caloocan,49.8,11.538,15.385,17.133,16.783,14.86,15.035,14.362,10.14,5.7,7.7,8.5,8.4,7.4,7.5,7.1,5.1
Barangay 163,Caloocan,28.8,3.625,6.647,5.74,5.438,2.719,3.625,5.438,3.323,1.0,1.9,1.7,1.6,0.8,1.0,1.6,1.0
Barangay 164,Caloocan,55.9,2.492,3.427,4.05,4.517,3.427,2.804,3.271,3.894,1.4,1.9,2.3,2.5,1.9,1.6,1.8,2.2
Barangay 17,Caloocan,4.8,1.818,1.818,1.818,1.818,0.0,3.636,0.0,1.818,0.1,0.1,0.1,0.1,0.0,0.2,0.0,0.1
Barangay 170,Caloocan,45.4,9.405,11.516,14.203,14.971,14.779,11.708,15.163,11.9,4.3,5.2,6.4,6.8,6.7,5.3,6.9,5.4
Barangay 172,Caloocan,137.9,9.981,10.739,12.066,12.634,12.382,10.297,9.665,10.36,13.8,14.8,16.6,17.4,17.1,14.2,13.3,14.3
Barangay 173,Caloocan,92.8,27.392,31.989,31.614,30.394,30.113,23.921,23.921,24.39,25.4,29.7,29.4,28.2,28.0,22.2,22.2,22.6
Barangay 174,Caloocan,91.9,18.389,17.82,19.431,19.336,18.483,16.398,14.123,15.261,16.9,16.4,17.9,17.8,17.0,15.1,13.0,14.0
Barangay 175,Caloocan,265.8,23.001,26.147,26.606,26.999,26.54,22.51,25.295,22.412,61.1,69.5,70.7,71.8,70.5,59.8,67.2,59.6
Barangay 176-A,Caloocan,109.0,4.952,5.671,5.831,5.831,5.351,5.112,5.032,5.112,5.4,6.2,6.4,6.4,5.8,5.6,5.5,5.6
Barangay 176-B,Caloocan,76.7,9.762,9.648,9.535,10.897,11.124,10.443,10.216,11.124,7.5,7.4,7.3,8.4,8.5,8.0,7.8,8.5
Barangay 176-C,Caloocan,72.5,6.691,6.332,8.841,9.677,8.363,8.841,7.775,8.283,4.9,4.6,6.4,7.1,6.1,6.4,5.7,6.0
Barangay 176-D,Caloocan,76.2,5.029,5.6,5.829,6.629,5.371,6.857,5.143,7.314,3.8,4.3,4.4,5.1,4.1,5.2,3.9,5.6
Barangay 176-E,Caloocan,77.3,9.122,10.023,10.135,11.712,10.023,9.572,9.459,9.572,7.1,7.8,7.8,9.1,7.8,7.4,7.3,7.4
Barangay 176-F,Caloocan,101.8,18.477,19.076,18.477,18.734,18.05,18.221,17.28,15.227,18.8,19.4,18.8,19.1,18.4,18.6,17.6,15.5
Barangay 177,Caloocan,196.3,16.238,17.968,17.924,17.436,16.903,15.617,15.794,16.593,31.9,35.3,35.2,34.2,33.2,30.7,31.0,32.6
Barangay 178,Caloocan,352.3,13.177,14.66,15.253,15.179,14.71,13.622,12.831,13.103,46.4,51.6,53.7,53.5,51.8,48.0,45.2,46.2
Barangay 18,Caloocan,11.1,0.781,1.562,1.562,0.0,1.562,1.562,0.0,0.0,0.1,0.2,0.2,0.0,0.2,0.2,0.0,0.0
Barangay 19,Caloocan,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 2,Caloocan,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 20,Caloocan,18.6,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 21,Caloocan,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 22,Caloocan,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 23,Caloocan,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 24,Caloocan,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 25,Caloocan,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Barangay 26,Caloocan,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 27,Caloocan,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 28,Caloocan,55.6,0.157,0.47,0.47,0.157,0.0,0.157,0.0,0.0,0.1,0.3,0.3,0.1,0.0,0.1,0.0,0.0
Barangay 29,Caloocan,4.8,0.0,1.818,0.0,1.818,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
Barangay 3,Caloocan,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 30,Caloocan,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 31,Caloocan,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 32,Caloocan,3.4,0.0,0.0,0.0,0.0,2.564,2.564,0.0,5.128,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2
Barangay 33,Caloocan,5.7,0.0,1.538,0.0,0.0,1.538,3.077,1.538,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.0
Barangay 34,Caloocan,5.7,0.0,4.615,1.538,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0
Barangay 35,Caloocan,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 36,Caloocan,5.0,0.0,0.0,0.0,0.0,1.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Barangay 37,Caloocan,5.4,0.0,1.613,1.613,0.0,1.613,1.613,3.226,3.226,0.0,0.1,0.1,0.0,0.1,0.1,0.2,0.2
Barangay 38,Caloocan,4.1,10.638,10.638,10.638,10.638,10.638,10.638,10.638,8.511,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3
Barangay 39,Caloocan,1.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Barangay 4,Caloocan,6.2,0.0,1.408,1.408,0.0,0.0,0.0,1.408,1.408,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1
Barangay 40,Caloocan,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 41,Caloocan,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 42,Caloocan,3.1,11.111,16.667,13.889,13.889,11.111,5.556,8.333,8.333,0.3,0.5,0.4,0.4,0.3,0.2,0.3,0.3
Barangay 43,Caloocan,3.6,4.878,2.439,4.878,4.878,4.878,4.878,4.878,4.878,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2
Barangay 44,Caloocan,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 45,Caloocan,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 46,Caloocan,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.222,2.222,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Barangay 47,Caloocan,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 48,Caloocan,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 49,Caloocan,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Barangay 5,Caloocan,6.4,9.459,13.514,14.865,12.162,13.514,14.865,14.865,12.162,0.6,0.9,1.0,0.8,0.9,1.0,1.0,0.8
Barangay 50,Caloocan,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 51,Caloocan,5.8,0.0,1.493,2.985,2.985,0.0,0.0,2.985,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.2,0.0
Barangay 52,Caloocan,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 53,Caloocan,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 54,Caloocan,7.8,0.0,1.124,1.124,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Barangay 55,Caloocan,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 56,Caloocan,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 57,Caloocan,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 58,Caloocan,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 59,Caloocan,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 6,Caloocan,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 60,Caloocan,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 61,Caloocan,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Barangay 62,Caloocan,7.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Barangay 63,Caloocan,5.1,0.0,0.0,0.0,0.0,0.0,1.724,0.0,1.724,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1
Barangay 64,Caloocan,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 65,Caloocan,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 66,Caloocan,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 67,Caloocan,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 68,Caloocan,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 69,Caloocan,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 7,Caloocan,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 70,Caloocan,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 71,Caloocan,4.0,0.0,2.174,4.348,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0
Barangay 72,Caloocan,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 73,Caloocan,13.0,0.0,0.671,0.0,0.0,0.0,0.0,0.671,0.671,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1
Barangay 74,Caloocan,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 75,Caloocan,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 76,Caloocan,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 77,Caloocan,5.9,0.0,1.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 78,Caloocan,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 79,Caloocan,6.1,0.0,1.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 8,Caloocan,29.8,0.0,0.292,0.0,0.0,0.292,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
Barangay 80,Caloocan,31.7,3.022,4.121,9.066,5.769,5.769,5.22,6.319,3.571,1.0,1.3,2.9,1.8,1.8,1.7,2.0,1.1
Barangay 81,Caloocan,6.8,1.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 82,Caloocan,5.1,0.0,0.0,3.39,1.695,0.0,0.0,3.39,1.695,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.1
Barangay 83,Caloocan,6.1,0.0,1.429,1.429,1.429,1.429,1.429,4.286,1.429,0.0,0.1,0.1,0.1,0.1,0.1,0.3,0.1
Barangay 84,Caloocan,15.2,4.571,7.429,8.0,7.429,4.571,5.143,10.857,5.714,0.7,1.1,1.2,1.1,0.7,0.8,1.7,0.9
Barangay 85,Caloocan,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 86,Caloocan,7.6,1.149,0.0,0.0,1.149,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Barangay 87,Caloocan,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 88,Caloocan,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 89,Caloocan,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 9,Caloocan,9.8,5.31,7.965,8.85,6.195,7.08,7.08,10.619,7.965,0.5,0.8,0.9,0.6,0.7,0.7,1.0,0.8
Barangay 90,Caloocan,6.0,0.0,0.0,0.0,0.0,0.0,1.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Barangay 91,Caloocan,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 92,Caloocan,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 93,Caloocan,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 94,Caloocan,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 95,Caloocan,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 96,Caloocan,9.1,1.869,6.542,9.346,5.607,5.607,5.714,8.411,2.857,0.2,0.6,0.9,0.5,0.5,0.5,0.8,0.3
Barangay 97,Caloocan,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 98,Caloocan,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 99,Caloocan,4.8,1.818,5.455,9.091,5.455,3.636,5.455,5.455,7.273,0.1,0.3,0.4,0.3,0.2,0.3,0.3,0.3
Deparo,Caloocan,309.9,14.868,16.657,19.056,18.1,17.397,12.423,17.688,12.957,46.1,51.6,59.1,56.1,53.9,38.5,54.8,40.2
Kaybiga,Caloocan,186.6,8.345,8.392,10.676,10.556,11.702,8.671,12.652,7.096,15.6,15.7,19.9,19.7,21.9,16.2,23.6,13.2
Llano,Caloocan,194.4,9.767,10.663,14.158,12.142,13.486,7.392,13.492,8.02,19.0,20.7,27.5,23.6,26.2,14.4,26.2,15.6
Almanza Dos,Las Pinas,319.6,21.335,20.736,25.014,25.075,26.772,20.463,17.067,13.955,68.2,66.3,80.0,80.1,85.5,65.4,54.5,44.6
Almanza Uno,Las Pinas,229.1,10.126,10.392,12.353,12.752,13.856,10.42,11.158,9.958,23.2,23.8,28.3,29.2,31.7,23.8,25.3,22.8
BF International Village,Las Pinas,256.3,12.946,13.863,13.795,14.509,15.664,13.286,14.247,14.135,33.2,35.5,35.4,37.2,40.2,34.1,36.5,36.2
Daniel Fajardo,Las Pinas,28.5,5.199,6.422,6.728,6.116,7.951,6.728,7.951,6.728,1.5,1.8,1.9,1.7,2.3,1.9,2.3,1.9
Elias Aldana,Las Pinas,45.6,10.496,11.069,11.069,11.069,9.542,8.969,8.969,8.969,4.8,5.1,5.1,5.1,4.4,4.1,4.1,4.1
Ilaya,Las Pinas,13.6,5.769,5.128,6.41,7.051,7.692,6.41,7.051,7.692,0.8,0.7,0.9,1.0,1.0,0.9,1.0,1.0
Manuyo Dos,Las Pinas,218.5,4.344,5.181,5.301,5.301,5.181,4.823,5.341,4.862,9.5,11.3,11.6,11.6,11.3,10.5,11.7,10.6
Manuyo Uno,Las Pinas,42.2,8.247,10.309,9.072,9.897,10.515,8.247,10.928,11.34,3.5,4.4,3.8,4.2,4.4,3.5,4.6,4.8
Pamplona Dos,Las Pinas,114.2,10.069,10.297,11.67,12.204,11.747,10.145,12.147,10.908,11.5,11.8,13.3,13.9,13.4,11.6,13.8,12.5
Pamplona Tres,Las Pinas,225.4,5.407,6.605,6.412,6.607,6.646,6.219,7.03,6.376,12.2,14.9,14.5,14.9,15.0,14.0,15.9,14.4
Pamplona Uno,Las Pinas,86.0,9.625,10.334,11.854,13.07,12.462,9.524,11.348,11.145,8.3,8.9,10.2,11.2,10.7,8.2,9.8,9.6
Pilar,Las Pinas,195.7,2.848,3.471,4.05,4.005,4.094,3.427,3.56,3.071,5.6,6.8,7.9,7.8,8.0,6.7,7.0,6.0
Pulanglupa Dos,Las Pinas,205.5,4.407,5.636,5.424,6.144,5.339,3.729,5.127,5.127,9.1,11.6,11.1,12.6,11.0,7.7,10.5,10.5
Pulanglupa Uno,Las Pinas,133.4,7.245,7.702,8.029,10.183,10.117,7.507,9.987,8.42,9.7,10.3,10.7,13.6,13.5,10.0,13.3,11.2
Talon Dos,Las Pinas,420.3,5.2,5.469,6.029,6.403,6.547,5.739,6.153,5.843,21.9,23.0,25.3,26.9,27.5,24.1,25.9,24.6
Talon Kuatro,Las Pinas,71.6,5.596,5.961,6.326,7.664,8.029,6.691,6.448,5.718,4.0,4.3,4.5,5.5,5.7,4.8,4.6,4.1
Talon Singko,Las Pinas,165.0,4.116,4.011,4.222,4.433,4.644,4.222,4.327,3.905,6.8,6.6,7.0,7.3,7.7,7.0,7.1,6.4
Talon Tres,Las Pinas,94.1,4.352,4.444,3.333,3.889,4.537,4.167,3.796,3.704,4.1,4.2,3.1,3.7,4.3,3.9,3.6,3.5
Talon Uno,Las Pinas,200.0,7.099,7.709,8.145,8.014,8.754,7.056,7.38,6.925,14.2,15.4,16.3,16.0,17.5,14.1,14.7,13.8
Zapote,Las Pinas,65.1,5.221,5.756,7.631,6.56,6.158,5.355,6.292,6.56,3.4,3.7,5.0,4.3,4.0,3.5,4.1,4.3
Bangkal,Makati,88.1,1.186,2.174,2.47,2.372,3.557,2.075,1.877,1.383,1.0,1.9,2.2,2.1,3.1,1.8,1.7,1.2
Bel-Air,Makati,172.0,4.0,4.608,5.772,6.38,6.177,4.608,7.049,6.127,6.9,7.9,9.9,11.0,10.6,7.9,12.1,10.5
Carmona,Makati,35.9,5.825,6.553,7.282,9.466,8.738,8.01,2.913,1.699,2.1,2.4,2.6,3.4,3.1,2.9,1.0,0.6
Dasmariñas,Makati,192.4,14.848,17.519,16.388,18.116,18.923,15.437,18.013,18.334,28.6,33.7,31.5,34.8,36.4,29.7,34.6,35.3
Forbes Park,Makati,253.4,41.856,44.777,45.945,45.892,47.182,44.021,45.717,44.742,106.1,113.5,116.4,116.3,119.6,111.6,115.7,113.4
Guadalupe Nuevo,Makati,58.5,0.149,0.595,0.298,1.042,1.488,0.893,1.339,1.042,0.1,0.3,0.2,0.6,0.9,0.5,0.8,0.6
Guadalupe Viejo,Makati,55.4,10.692,11.792,12.421,13.522,13.994,12.264,15.276,14.151,5.9,6.5,6.9,7.5,7.8,6.8,8.4,7.8
Kasilawan,Makati,10.7,0.0,0.813,0.0,0.0,0.0,1.626,0.813,0.813,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.1
La Paz,Makati,26.0,0.336,1.007,1.342,0.671,1.007,1.007,1.007,1.678,0.1,0.3,0.3,0.2,0.3,0.3,0.3,0.4
Magallanes,Makati,122.8,6.738,8.44,9.078,9.362,9.929,9.362,8.458,9.22,8.3,10.4,11.1,11.5,12.2,11.5,10.4,11.3
Olympia,Makati,46.9,1.299,1.855,1.855,1.67,2.041,1.484,2.041,1.67,0.6,0.9,0.9,0.8,1.0,0.7,1.0,0.8
Palanan,Makati,65.3,0.133,0.267,0.267,0.267,0.4,0.533,0.667,0.8,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5
Pinagkaisahan,Makati,16.2,1.075,0.538,1.075,2.151,1.613,1.613,1.075,1.075,0.2,0.1,0.2,0.3,0.3,0.3,0.2,0.2
Pio del Pilar,Makati,90.7,0.384,0.48,1.537,2.209,1.921,1.633,1.633,0.672,0.3,0.4,1.4,2.0,1.7,1.5,1.5,0.6
Poblacion,Makati,104.2,3.679,4.599,4.348,4.348,5.351,4.181,5.602,4.682,3.8,4.8,4.5,4.5,5.6,4.4,5.8,4.9
